time_horizon,scenario,GID_1,AAD_low,RP_10_low,RP_25_low,RP_50_low,RP_100_low,RP_250_low,AAD_medium,RP_10_medium,RP_25_medium,RP_50_medium,RP_100_medium,RP_250_medium,AAD_high,RP_10_high,RP_25_high,RP_50_high,RP_100_high,RP_250_high
2100,medium,USA.21_1,1370.722002,0,0,2992.138988,15730.20402,157586.407,557.4040332,0,0,5.518809417,1508.41812,55532.29044,185.3268297,0,0,0,3522.406644,18654.53264
2050,medium,USA.22_1,1077.071971,0,0,1423.395598,26242.60362,87408.55463,117.6351247,0,0,0,540.5674552,8401.333112,40.55886909,0,0,0,0,3718.007549
2100,medium,USA.22_1,3361.44585,0,2907.866079,42863.18858,95967.02393,288538.8206,1558.071331,0,0,6140.183518,69742.27236,245656.0055,574.1303679,0,0,3.561959239,9184.376076,96085.76114
2050,medium,USA.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.25_1,3041.575015,3886.121518,13773.50137,22052.7408,60083.47284,149842.69,1489.425081,0,13225.11234,10722.47191,20755.1822,52839.78877,840.1127972,0,5464.199299,13409.19591,10358.89159,21858.84166
2100,medium,USA.25_1,4796.944369,14610.65986,22601.85694,38722.57761,78218.71033,168238.799,2116.752218,4270.764249,22340.80666,18182.84597,39893.68668,72506.96966,1255.245519,138.3379086,14718.48006,15453.41914,17097.6855,36840.84389
2050,medium,USA.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.30_1,54.23855416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.30_1,180.4841352,0,0,0,0,25551.5912,64.15149408,0,0,0,0,268.1892648,0,0,0,0,0,0
2050,medium,USA.31_1,2026.947769,0,0,0,24920.79623,25179.39044,163.9022134,0,0,0,0,13331.88155,32.17275079,0,0,0,0,0.620727406
2100,medium,USA.31_1,4311.611908,0,0,16943.38534,80365.42209,356220.6058,937.1806812,0,0,0,16803.74291,154956.4537,26.57743211,0,0,0,0,14130.82578
2050,medium,USA.32_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.32_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.33_1,2459.512453,0,0,280.8004489,27128.40956,26142.97302,360.4287412,0,0,0,0,195.4436757,5.522269066,0,0,0,0,0
2100,medium,USA.33_1,4767.267417,0,0,14633.62757,115560.9456,158743.3401,829.8666923,0,0,0,6066.344904,18149.12967,296.6923539,0,0,0,1356.179653,16434.76847
2050,medium,USA.34_1,3266.116147,993.3755026,28396.144,31428.50785,62400.34032,122801.7639,939.9147135,0,6956.518612,21895.28026,28611.58821,62295.9893,600.306453,0,270.7573725,7435.783181,21871.82901,37493.33847
2100,medium,USA.34_1,4870.506111,5470.80466,37139.96237,59261.14386,113813.1212,284889.4159,2284.473276,270.7537922,15899.43364,32598.40571,59225.79536,116301.2447,1179.271954,0,5985.395983,19808.61748,39541.79004,50616.75002
2050,medium,USA.35_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.35_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.36_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.36_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.37_1,0.308580702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.37_1,0.308580702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.38_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.38_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.39_1,242.4640082,0,0,0,0,25437.35199,70.52144026,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.39_1,880.0489419,0,0,0,0,127288.5606,192.152646,0,0,0,0,7163.964699,0.435116273,0,0,0,0,14.67280231
2050,medium,USA.40_1,393.0265795,0,0,0,3162.145771,5225.96801,68.97693258,0,0,0,0,650.3002009,18.171139,0,0,0,0,0
2100,medium,USA.40_1,775.6072033,0,0,3269.098797,25921.47674,54996.08377,449.3753146,0,0,0,10985.30209,58262.05866,287.5856667,0,0,0,427.5334094,44985.17386
2050,medium,USA.41_1,3250.145019,2687.268574,6897.670569,26478.60275,81212.78002,177768.362,830.8798749,0,0,5869.206329,25433.65401,84074.47558,503.274138,0,0,3619.370431,16373.40045,24980.7382
2100,medium,USA.41_1,6467.629489,1883.451168,48154.37135,77092.80795,82004.32603,428320.2494,2456.555232,0,11907.99648,36352.97439,63741.65513,95674.11652,1350.027584,0,13.52102136,26379.31845,31739.00615,74052.46996
2050,medium,USA.42_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.42_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.43_1,8.796795294,0,0,0,0,0,0.08978676,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.43_1,8.942508218,0,0,0,0,0,0.08978676,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.44_1,55678.22279,92188.78197,391526.3602,540290.9608,966785.223,1141316.411,23501.73834,28834.06442,175176.4908,353589.6564,377863.6355,729012.1272,14471.04052,15269.44363,125800.5748,250249.1281,341945.1677,486050.2209
2100,medium,USA.44_1,70995.39859,123365.3155,441896.7366,388056.4607,1022147.841,2779940.541,32636.99322,31360.87025,177966.2088,323024.9066,445468.0001,1342900.534,17539.72749,16069.59813,120635.0362,226593.4136,303039.1351,504524.8098
2050,medium,USA.45_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.45_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.46_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.46_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.47_1,1333.866315,0,0,1292.176686,11318.64931,56674.47377,569.8878101,0,0,0,798.0453898,20951.92783,209.9880031,0,0,0,0,1969.58372
2100,medium,USA.47_1,4142.07458,0,874.2275909,31565.03435,101732.5337,120998.6403,1801.344495,0,0,15917.3138,28531.37936,84278.95896,639.1360336,0,0,303.778828,33527.48624,45918.89555
2050,medium,USA.48_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.48_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.49_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.49_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.50_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.50_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,USA.51_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,USA.51_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.1_1,3744.722307,13234.50627,14683.77437,35230.3439,43965.68817,138077.0317,1770.812035,1036.239995,25825.07534,11601.26607,24304.77033,51676.84708,1258.007819,0,11408.40338,25787.01693,16348.44346,13937.77813
2100,pessimistic,USA.1_1,7568.657513,30739.55719,18602.66137,42985.46855,93521.27032,470352.1736,3630.771146,12037.81166,32739.00667,20842.06961,39576.28442,92605.94547,2252.360097,3690.156034,34271.90066,25984.4855,32984.87601,38963.14203
2050,pessimistic,USA.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.3_1,58.72028537,0,0,0,23.0635368,2588.867542,8.378888216,0,0,0,0,0,1.97634529,0,0,0,0,0
2100,pessimistic,USA.3_1,50.57639596,0,0,0,23.0635368,2588.867542,8.378888216,0,0,0,0,0,1.97634529,0,0,0,0,0
2050,pessimistic,USA.4_1,34.11371736,0,0,0,0,2195.567653,2.293790729,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.4_1,29.94071882,0,0,0,0,2055.743604,1.972238731,0,0,0,0,24.35656182,0,0,0,0,0,0
2050,pessimistic,USA.5_1,28.53825355,0,0,0,0,154.5121403,10.30974287,0,0,0,0,0,1.950514787,0,0,0,0,0
2100,pessimistic,USA.5_1,54.08751266,0,0,0,0,80829.35255,10.30974287,0,0,0,0,0.429775042,1.950514787,0,0,0,0,0
2050,pessimistic,USA.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.7_1,1315.69074,0,0,7883.28454,34232.18565,122332.8428,765.7712474,0,0,0,18151.12615,63798.31532,396.1293754,0,0,0,0,24880.36782
2100,pessimistic,USA.7_1,1298.29503,0,0,14608.54288,53409.60912,91092.29724,695.9005879,0,0,0,14836.72201,67932.90787,163.901858,0,0,0,437.0566846,17928.25972
2050,pessimistic,USA.8_1,267.0995267,0,0,2.48513126,10401.25567,28343.89417,52.48041345,0,0,0,0,6552.089157,20.47037614,0,0,0,0,299.6011218
2100,pessimistic,USA.8_1,1048.97879,0,0,11222.79174,40858.94218,66734.585,407.8519692,0,0,307.8316472,13937.43635,39133.34372,200.4242183,0,0,0,5188.931696,17411.72296
2050,pessimistic,USA.9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.9_1,97.26734834,0,0,0,0,0,26.03454227,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.10_1,125639.0838,213815.9122,600790.9722,1574714.393,2175998.445,2958203.268,56547.9365,116214.8048,291943.2367,521097.8966,724038.0725,1733952.752,32490.60929,101047.4883,186140.2437,369962.9162,404318.7521,601735.2373
2100,pessimistic,USA.10_1,239756.0933,427310.509,1636574.966,2778447.782,3752396.401,5352317.245,113728.3674,222524.4846,437173.9,936974.4571,2304295.318,3391063.556,57509.40128,156407.9892,257827.1529,447886.7766,662876.1788,1188431.959
2050,pessimistic,USA.11_1,2690.697147,5794.169304,14637.93248,34030.3267,85364.39818,179347.5516,1011.717997,801.4460653,8147.069347,12283.55625,33310.15392,54414.22199,559.0456876,0,9492.161521,4410.931005,18643.85545,33605.68862
2100,pessimistic,USA.11_1,10043.61439,21444.46776,42588.60974,91488.24851,162958.4329,335779.6865,5118.81784,10893.41388,29755.2957,32926.73417,66824.98495,112307.5077,2981.327191,3619.088911,19046.6053,18944.76769,33787.30845,65409.9782
2050,pessimistic,USA.12_1,1865.257354,1312.464374,12251.8368,29909.55226,47899.60984,88756.96893,799.8093017,0,4353.46144,11672.08625,19863.98129,39699.36862,504.3151614,0,442.7184118,5780.590998,11461.17328,40718.1661
2100,pessimistic,USA.12_1,7787.211235,12095.94521,79678.58384,73301.83301,69930.90721,132356.4963,3109.332908,5139.980846,18199.12927,66849.85162,68232.45596,40020.29045,1391.575186,298.0982073,8386.961622,18666.98707,54308.73425,63242.92959
2050,pessimistic,USA.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.18_1,0.025703123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.18_1,0.025703123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.19_1,32873.14379,92257.22774,127219.4806,229227.436,440435.5118,714398.1443,16677.04926,53592.30381,103606.8304,117503.4341,166550.7474,280285.1646,10130.96692,26384.64046,87515.36317,80878.47319,94472.70065,115929.5183
2100,pessimistic,USA.19_1,57713.75764,115830.9979,232246.6754,776736.1805,1484178.848,1841579.591,28353.98585,86702.89096,114889.7977,166818.3003,383015.9689,821815.9754,15204.15189,57924.21176,102685.5209,117920.0263,134190.8155,288345.6305
2050,pessimistic,USA.20_1,55.17532115,0,0,0,490.5523948,3562.88762,23.09728208,0,0,0,0,841.9488213,2.46801389,0,0,0,0,102.1789421
2100,pessimistic,USA.20_1,137.3588443,0,0,13.89820407,810.0102898,15906.15875,28.03838854,0,0,0,0,2457.84267,8.035892204,0,0,0,0,638.8472332
2050,pessimistic,USA.21_1,465.8786017,0,0,2934.577554,12135.75486,25939.07329,133.4020525,0,0,0,2369.401172,8955.591135,18.72960761,0,0,0,0,2372.209281
2100,pessimistic,USA.21_1,1939.260166,0,43.33576935,7363.251476,27555.59371,153994.3539,520.6237358,0,0,5473.329928,8862.177571,31209.36055,200.9580108,0,0,152.3760204,7360.576948,16117.41162
2050,pessimistic,USA.22_1,2244.905625,0,0,16489.6447,68365.74443,116154.4884,914.1132578,0,0,3.981308066,22560.88323,91397.55715,303.9747027,0,0,0,2489.93956,42465.11656
2100,pessimistic,USA.22_1,3888.793665,0,9953.397796,35993.57264,169688.661,266768.0509,1681.570908,0,12.02579223,8935.231428,56328.41959,115841.3943,608.1653664,0,0,1321.748257,23225.29648,71815.92116
2050,pessimistic,USA.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.25_1,4481.550944,12304.1555,15584.36352,24036.79707,61633.43213,254765.5688,1961.656481,2853.986335,20130.63727,7336.551108,15732.5568,55200.92747,1184.282042,428.8496065,14219.64988,11169.83607,13536.79301,32819.96805
2100,pessimistic,USA.25_1,7593.347882,21954.90131,27910.81525,37035.20912,178927.1992,407842.6125,3622.025507,8459.311255,24431.38785,15897.24026,22745.98632,134549.4049,2044.053444,2624.679664,23013.89325,17015.53386,15423.52232,48777.95833
2050,pessimistic,USA.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.30_1,43.98543446,0,0,0,0,3875.17928,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.30_1,114.4296587,0,0,0,0,5884.754087,6.125182634,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.31_1,3355.893899,0,0,199.4721252,36827.94231,282377.5438,1944.271623,0,0,0,2672.801696,140210.464,970.0853501,0,0,0,0,92229.52127
2100,pessimistic,USA.31_1,6851.445619,0,0,47738.89456,200964.5896,451896.7888,2806.947567,0,0,1574.093838,78664.65921,202129.4563,1313.658253,0,0,0,21569.13036,217836.5321
2050,pessimistic,USA.32_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.32_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.33_1,5452.697243,0,0,12247.46477,92220.18896,364854.2238,2602.656428,0,0,24.53790626,25939.62608,110532.737,1454.108582,0,0,0,6501.129817,94765.56689
2100,pessimistic,USA.33_1,6779.90715,0,202.5037807,32421.98671,427079.6595,426051.4279,1458.840365,0,0,929.4982752,60451.36003,123813.8048,319.411256,0,0,0,5578.176919,43842.14047
2050,pessimistic,USA.34_1,4607.970476,4040.932742,25978.43963,56906.14815,80912.12632,163100.1426,1866.416745,3.788398656,16518.42162,26126.02742,35780.29722,40000.85918,1038.210578,0,5375.736126,16000.36215,32270.80617,11901.70127
2100,pessimistic,USA.34_1,11680.47762,24327.22393,59397.32273,85142.53359,212455.2132,513558.0772,4428.697443,7561.810549,37542.99434,58487.099,67307.79064,88441.34901,2694.684564,2575.58751,28468.38051,44386.89347,51410.34552,55531.34504
2050,pessimistic,USA.35_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.35_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.36_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.36_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.37_1,0.456127311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.37_1,0.308580702,0,0,0,0,0,0.031408277,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.38_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.38_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.39_1,597.817829,0,0,0,481.828967,58042.39397,312.4458446,0,0,0,0,2081.617907,38.27901932,0,0,0,0,0
2100,pessimistic,USA.39_1,2082.995479,0,0,0,29350.8189,192030.6381,452.6968142,0,0,0,0,52733.81866,461.0669275,0,0,0,0,12499.674
2050,pessimistic,USA.40_1,626.4646751,0,0,750.5288449,13345.45215,49588.62842,151.8102485,0,0,0,2252.920416,38270.03042,62.3797374,0,0,0,0,6738.450594
2100,pessimistic,USA.40_1,1346.47154,0,0,32407.84853,45360.77874,54996.08377,482.3578251,0,0,0,7947.053972,72767.84203,367.2780178,0,0,0,158.5678196,67113.29922
2050,pessimistic,USA.41_1,5401.577301,0,24463.96764,49386.29476,118011.4066,253772.8873,1935.64585,0,1066.390516,29543.21556,39627.57819,108814.7789,943.3904375,0,0,6745.595426,40721.76401,45596.58734
2100,pessimistic,USA.41_1,11495.47904,26736.54994,69630.64401,102172.8684,273915.5575,624717.3415,4372.773375,9959.352119,36632.72283,66659.32831,97535.85487,142226.2222,2792.149352,1334.878069,25093.57252,57176.3314,62831.78864,110158.4863
2050,pessimistic,USA.42_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.42_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.43_1,8.796795294,0,0,0,0,0,0.08978676,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.43_1,14.40700656,0,0,0,0,0,0.08978676,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.44_1,60454.53934,119226.9472,410953.3612,518815.6053,814864.69,2237990.85,29834.11257,43248.22409,156778.0897,342796.1951,483266.0417,803491.2414,15798.94239,22896.65669,103644.217,198563.5616,374801.7041,612624.2423
2100,pessimistic,USA.44_1,130398.6624,158834.3004,454188.3209,618098.8343,1678367.977,4926845.439,64724.86944,89318.87613,355928.581,356334.3944,878298.1891,2791413.562,32378.78242,40582.47689,180968.7656,326767.7941,348471.5675,986658.656
2050,pessimistic,USA.45_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.45_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.46_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.46_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.47_1,2182.198625,0,101.0086904,12946.02065,12485.32788,98463.5842,971.6785955,0,0,397.9553969,17137.33563,21207.47192,325.3735188,0,0,0,3137.624233,3892.904828
2100,pessimistic,USA.47_1,5139.99716,0,23942.08541,97965.38813,106024.5522,117065.1241,2533.593385,0,666.4407986,41075.27352,94498.29834,77502.44066,1048.546508,0,0,789.6419704,50727.72805,78461.28394
2050,pessimistic,USA.48_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.48_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.49_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.49_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.50_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.50_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,USA.51_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,USA.51_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.1_1,0.942615372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.1_1,1.012341598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.1_1,1.133258562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.2_1,0.957959198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.2_1,0.967856331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.2_1,0.957959198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.3_1,1.571765979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.3_1,1.571765979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.3_1,10.71211116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.4_1,1.537929366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.4_1,1.819110236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.4_1,1.537929366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.5_1,1.887562442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.5_1,2.106248734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.5_1,1.887562442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.6_1,1.195740537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.6_1,1.416481908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.6_1,1.195740537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.7_1,0.002424689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.7_1,0.002424689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.7_1,1.505055548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.8_1,1.520393356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.8_1,1.520393356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.8_1,5.956119103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.9_1,0.079241155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.9_1,0.079241155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.9_1,0.089650025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.10_1,1.067804064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.10_1,1.067804064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.10_1,5.660140765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.11_1,1.002539587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.11_1,1.029968946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.11_1,1.197873838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.12_1,1.53686782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.12_1,1.53686782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.12_1,1.871899541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.13_1,0.748279634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.13_1,0.748279634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.13_1,4.921359202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,SYC.14_1,0.879462189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,SYC.14_1,0.881934309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,SYC.14_1,0.887145405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
